date,price,rsi,macd,bb_upper,bb_lower,momentum,volatility,rsi_signal,macd_signal,bb_signal,momentum_signal,volatility_signal,combined_signal,position
2025-09-13,4704.71,79.05021120854389,11.063184439097924,4725.377990169393,4449.812009830605,157.6899999999996,68.89149508469718,-1,1,-1,1,0,0.09999999999999998,0
2025-09-13,4700.49,77.5754024102736,9.1803966624638,4740.167169975507,4449.230830024492,158.51000000000022,72.73408498775365,-1,1,-1,1,0,0.09999999999999998,0
2025-09-13,4702.71,77.8099420899457,7.191307035802254,4753.236331154687,4452.5336688453135,126.90999999999985,75.17566557734335,-1,1,-1,1,0,0.09999999999999998,0
2025-09-13,4756.81,82.58901783624991,8.534330789471234,4774.504930905262,4454.365069094737,143.76000000000022,80.03496545263118,-1,1,-1,1,0,0.09999999999999998,0
2025-09-13,4743.1,78.00413764618395,7.54852788209562,4788.674653883625,4462.715346116374,118.49000000000069,81.48982694181278,-1,1,-1,1,0,0.09999999999999998,0
2025-09-13,4723.43,71.84194384105726,4.757181059507616,4796.090176643594,4476.130823356408,66.25,79.98983832179648,-1,1,0,1,0,0.3,0
2025-09-13,4711.09,68.20187568824886,1.4374222008543214,4799.087530047531,4492.573469952469,40.61000000000058,76.62851502376549,0,1,0,1,0,0.5,0
2025-09-13,4711.7,68.28741435015816,-1.2163452694667711,4799.815613512273,4510.939386487728,61.899999999999636,72.21905675613587,0,-1,0,1,0,-0.09999999999999998,1
2025-09-13,4730.25,70.85499365171746,-2.165906178243347,4800.664947259154,4530.452052740846,35.090000000000146,67.55322362957696,-1,-1,0,1,0,-0.3,1
2025-09-13,4732.52,71.16268386154543,-3.0315409069512995,4800.132079823975,4550.272920176026,20.360000000000582,62.46478991198729,-1,-1,0,1,0,-0.3,1
2025-09-13,4718.05,66.35381660405513,-4.8605925264037495,4795.090958356196,4572.417041643804,13.340000000000146,55.668479178097954,0,-1,0,1,0,-0.09999999999999998,1
2025-09-13,4719.53,66.60240652254163,-6.168643268774801,4783.827384177881,4601.43561582212,19.039999999999964,45.59794208894044,0,-1,0,1,0,-0.09999999999999998,1
2025-09-13,4720.45,66.76677969074797,-7.103248879429927,4774.243479535725,4625.484520464274,17.73999999999978,37.18973976786284,0,-1,0,1,0,-0.09999999999999998,1
2025-09-13,4685.79,55.65368335542079,-10.009235483483685,4766.838802898313,4640.163197101688,-71.02000000000044,31.668901449156234,0,-1,0,-1,0,-0.5,1
